code,name,condition
S72466R,"Nondisplaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72471K,"Torus fracture of lower end of right femur, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72471P,"Torus fracture of lower end of right femur, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72472K,"Torus fracture of lower end of left femur, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72472P,"Torus fracture of lower end of left femur, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72479K,"Torus fracture of lower end of unspecified femur, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72479P,"Torus fracture of lower end of unspecified femur, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72491K,"Other fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72491M,"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72491N,"Other fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72491P,"Other fracture of lower end of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72491Q,"Other fracture of lower end of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72491R,"Other fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72492K,"Other fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72492M,"Other fracture of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72492N,"Other fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72492P,"Other fracture of lower end of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72492Q,"Other fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72492R,"Other fracture of lower end of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72499K,"Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72499M,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72499N,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72499P,"Other fracture of lower end of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72499Q,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S72499R,"Other fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X1K,"Other fracture of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X1M,"Other fracture of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X1N,"Other fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X1P,"Other fracture of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X1Q,"Other fracture of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X1R,"Other fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X2K,"Other fracture of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X2M,"Other fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X2N,"Other fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X2P,"Other fracture of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X2Q,"Other fracture of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X2R,"Other fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X9K,"Other fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X9M,"Other fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X9N,"Other fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X9P,"Other fracture of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X9Q,"Other fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S728X9R,"Other fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7290XK,"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7290XM,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7290XN,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7290XP,"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7290XQ,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7290XR,"Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7291XK,"Unspecified fracture of right femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7291XM,"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7291XN,"Unspecified fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7291XP,"Unspecified fracture of right femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7291XQ,"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7291XR,"Unspecified fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7292XK,"Unspecified fracture of left femur, subsequent encounter for closed fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7292XM,"Unspecified fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7292XN,"Unspecified fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7292XP,"Unspecified fracture of left femur, subsequent encounter for closed fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7292XQ,"Unspecified fracture of left femur, subsequent encounter for open fracture type I or II with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S7292XR,"Unspecified fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79001K,"Unspecified physeal fracture of upper end of right femur, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79001P,"Unspecified physeal fracture of upper end of right femur, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79002K,"Unspecified physeal fracture of upper end of left femur, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79002P,"Unspecified physeal fracture of upper end of left femur, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79009K,"Unspecified physeal fracture of upper end of unspecified femur, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79009P,"Unspecified physeal fracture of upper end of unspecified femur, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79011K,"Salter-Harris Type I physeal fracture of upper end of right femur, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79011P,"Salter-Harris Type I physeal fracture of upper end of right femur, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79012K,"Salter-Harris Type I physeal fracture of upper end of left femur, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79012P,"Salter-Harris Type I physeal fracture of upper end of left femur, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79019K,"Salter-Harris Type I physeal fracture of upper end of unspecified femur, subsequent encounter for fracture with nonunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
S79019P,"Salter-Harris Type I physeal fracture of upper end of unspecified femur, subsequent encounter for fracture with malunion",Arthritis/Joint/Bone Pain (Other than Back/Neck)
